Prise en compte;Code INSEE Commune Nouvelle;Nom Commune Nouvelle Siège;Code INSEE Commune Déléguée (non actif);Nom Commune Déléguée;Adresse 2016 - Code INSEE;Adresse 2016 - L6 Code Postal;Adresse 2016 - L6 Libellé Acheminement;Adresse 2016 - Ligne 5 Commune déléguée;Adresse 2016 - Code INSEE associé à la L5;Adresse 2015 - Code INSEE;Adresse 2015 - L6 Code Postal;Adresse 2015 - Libellé Acheminement;Adresse 2015 - L5;Adresse 2015 - Code INSEE Associé à la L5
OCTOBRE 2017;12090;Druelle Balsac;12090;Druelle;12090;12000;DRUELLE BALSAC;DRUELLE;;12090;12000;DRUELLE;;
FÉVRIER 2016;12177;Palmas d'Aveyron;12081;Coussergues;12177;12310;PALMAS D AVEYRON;COUSSERGUES;12081;12081;12310;COUSSERGUES;;
DÉCEMBRE 2016;12223;Argences en Aubrac;12223;Sainte-Geneviève-sur-Argence;12223;12420;ARGENCES EN AUBRAC;STE GENEVIEVE SUR ARGENCE;;12223;12420;STE GENEVIEVE SUR ARGENCE;;
FÉVRIER 2016;12270;Sévérac d'Aveyron;12126;Lavernhe;12270;12150;SEVERAC D AVEYRON;LAVERNHE;12126;12126;12150;LAVERNHE;;
DÉCEMBRE 2016;14005;Valambray;14517;Poussy-la-Campagne;14005;14540;VALAMBRAY;POUSSY LA CAMPAGNE;14517;14517;14540;POUSSY LA CAMPAGNE;;
DÉCEMBRE 2016;14027;Monts d'Aunay (Les);14219;Danvou-la-Ferrière;14027;14770;LES MONTS D AUNAY;DANVOU LA FERRIERE;14219;14219;14770;DANVOU LA FERRIERE;;
DÉCEMBRE 2016;14027;Monts d'Aunay (Les);14508;Plessis-Grimoult (Le);14027;14770;LES MONTS D AUNAY;LE PLESSIS GRIMOULT;14508;14508;14770;LE PLESSIS GRIMOULT;;
FÉVRIER 2016;14035;Balleroy-sur-Drôme;14727;Vaubadon;14035;14490;BALLEROY SUR DROME;VAUBADON;14727;14727;14490;VAUBADON;;
FÉVRIER 2016;14061;Souleuvre en Bocage;14061;Bény-Bocage (Le);14061;14350;SOULEUVRE EN BOCAGE;LE BENY BOCAGE;;14061;14350;LE BENY BOCAGE;;
FÉVRIER 2016;14061;Souleuvre en Bocage;14441;Mont-Bertrand;14061;14350;SOULEUVRE EN BOCAGE;MONT BERTRAND;14441;14441;14350;MONT BERTRAND;;
FÉVRIER 2016;14061;Souleuvre en Bocage;14532;Reculey (Le);14061;14350;SOULEUVRE EN BOCAGE;LE RECULEY;14532;14532;14350;LE RECULEY;;
DÉCEMBRE 2016;14098;Thue et Mue;14423;Mesnil-Patry (Le);14098;14740;THUE ET MUE;LE MESNIL PATRY;14423;14423;14740;LE MESNIL PATRY;;
DÉCEMBRE 2016;14098;Thue et Mue;14568;Sainte-Croix-Grand-Tonne;14098;14740;THUE ET MUE;STE CROIX GRAND TONNE;14568;14568;14740;STE CROIX GRAND TONNE;;
DÉCEMBRE 2016;14172;Saline;14172;Troarn;14172;14670;SALINE;BURES SUR DIVES;14114;14712;14670;TROARN;BURES SUR DIVES;14114
FÉVRIER 2016;14174;Condé-en-Normandie;14523;Proussy;14174;14110;CONDE EN NORMANDIE;PROUSSY;14523;14523;14110;PROUSSY;;
FÉVRIER 2016;14174;Condé-en-Normandie;14585;Saint-Germain-du-Crioult;14174;14110;CONDE EN NORMANDIE;ST GERMAIN DU CRIOULT;14585;14585;14110;ST GERMAIN DU CRIOULT;;
DÉCEMBRE 2016;14281;Formigny La Bataille;14235;Ecrammeville;14281;14710;FORMIGNY LA BATAILLE;ECRAMMEVILLE;14235;14235;14710;ECRAMMEVILLE;;
DÉCEMBRE 2016;14281;Formigny La Bataille;14281;Formigny;14281;14710;FORMIGNY LA BATAILLE;FORMIGNY;;14281;14710;FORMIGNY;;
DÉCEMBRE 2016;14281;Formigny La Bataille;14382;Louvières;14281;14710;FORMIGNY LA BATAILLE;LOUVIERES;14382;14382;14710;LOUVIERES;;
DÉCEMBRE 2016;14342;Isigny-sur-Mer;14342;Isigny-sur-Mer;14342;14230;ISIGNY SUR MER;;;14342;14230;ISIGNY SUR MER;;
DÉCEMBRE 2016;14342;Isigny-sur-Mer;14763;Vouilly;14342;14230;ISIGNY SUR MER;VOUILLY;14763;14763;14230;VOUILLY;;
DÉCEMBRE 2016;14355;Ponts sur Seulles;14690;Tierceville;14355;14480;PONTS SUR SEULLES;TIERCEVILLE;14690;14690;14480;TIERCEVILLE;;
FÉVRIER 2016;14371;Livarot-Pays-d'Auge;14371;Livarot;14371;14140;LIVAROT PAYS D AUGE;LIVAROT;;14371;14140;LIVAROT;;
FÉVRIER 2016;14371;Livarot-Pays-d'Auge;14420;Mesnil-Germain (Le);14371;14140;LIVAROT PAYS D AUGE;LE MESNIL GERMAIN;14420;14420;14140;LE MESNIL GERMAIN;;
FÉVRIER 2016;14371;Livarot-Pays-d'Auge;14518;Préaux-Saint-Sébastien;14371;14290;LIVAROT PAYS D AUGE;PREAUX ST SEBASTIEN;14518;14518;14290;PREAUX ST SEBASTIEN;;
FÉVRIER 2016;14371;Livarot-Pays-d'Auge;14615;Sainte-Marguerite-des-Loges;14371;14140;LIVAROT PAYS D AUGE;STE MARGUERITE DES LOGES;14615;14615;14140;STE MARGUERITE DES LOGES;;
FÉVRIER 2016;14371;Livarot-Pays-d'Auge;14633;Saint-Martin-du-Mesnil-Oury;14371;14140;LIVAROT PAYS D AUGE;ST MARTIN DU MESNIL OURY;14633;14633;14140;ST MARTIN DU MESNIL OURY;;
DÉCEMBRE 2016;14431;Mézidon Vallée d'Auge;14387;Magny-le-Freule;14431;14270;MEZIDON VALLEE D AUGE;MAGNY LE FREULE;14387;14387;14270;MAGNY LE FREULE;;
DÉCEMBRE 2016;14475;Val d’Arry;14475;Noyers-Missy;14475;14210;VAL D ARRY;MISSY;14432;14475;14210;NOYERS MISSY;MISSY;14432
JUILLET 2019;14514;Pont-l'Évêque;14185;Coudray-Rabut;14514;14130;PONT L EVEQUE;COUDRAY RABUT;14185;14185;14130;COUDRAY RABUT;;
FÉVRIER 2016;14543;Rots;14543;Rots;14543;14980;ROTS;;;14543;14980;ROTS;;
FÉVRIER 2016;14543;Rots;14670;Secqueville-en-Bessin;14543;14740;ROTS;SECQUEVILLE EN BESSIN;14670;14670;14740;SECQUEVILLE EN BESSIN;;
FÉVRIER 2016;14570;Valorbiquet;14570;Saint-Cyr-du-Ronceray;14570;14290;VALORBIQUET;ST CYR DU RONCERAY;;14570;14290;ST CYR DU RONCERAY;;
FÉVRIER 2016;14570;Valorbiquet;14693;Tordouet;14570;14290;VALORBIQUET;TORDOUET;14693;14693;14290;TORDOUET;;
OCTOBRE 2017;14654;Saint-Pierre-en-Auge;14450;Montviette;14654;14140;ST PIERRE EN AUGE;MONTVIETTE;14450;14450;14140;MONTVIETTE;;
OCTOBRE 2017;14654;Saint-Pierre-en-Auge;14472;Oudon (L');14654;14170;ST PIERRE EN AUGE;GARNETOT;14295;14472;14170;L OUDON;GARNETOT;14295
OCTOBRE 2017;14658;Noues de Sienne;14671;Sept-Frères;;;NOUES DE SIENNE;SEPT FRERES;;;;SEPT FRERES;;
DÉCEMBRE 2016;14672;Val de Drôme;14350;Lande-sur-Drôme (La);;;VAL DE DROME;LA LANDE SUR DROME;;;;LA LANDE SUR DROME;;
DÉCEMBRE 2016;14672;Val de Drôme;14596;Saint-Jean-des-Essartiers;;;VAL DE DROME;ST JEAN DES ESSARTIERS;;;;ST JEAN DES ESSARTIERS;;
FÉVRIER 2016;14689;Hom (Le);14324;Hamars;;;LE HOM;HAMARS;;;;HAMARS;;
FÉVRIER 2016;14726;Valdalliere;14065;Bernières-le-Patry;;;VALDALLIERE;BERNIERES LE PATRY;;;;BERNIERES LE PATRY;;
FÉVRIER 2016;14726;Valdalliere;14253;Estry;;;VALDALLIERE;ESTRY;;;;ESTRY;;
FÉVRIER 2016;14726;Valdalliere;14549;Rully;;;VALDALLIERE;RULLY;;;;RULLY;;
JUILLET 2019;15027;Puycapel;15027;Calvinet;;;PUYCAPEL;CALVINET;;;;CALVINET;;
DÉCEMBRE 2016;15108;Val d'Arcomie;15108;Loubaresse;;;VAL D ARCOMIE;LOUBARESSE;;;;LOUBARESSE;;
DÉCEMBRE 2016;15108;Val d'Arcomie;15195;Saint-Just;;;VAL D ARCOMIE;ST JUST;;;;ST JUST;;
DÉCEMBRE 2016;15108;Val d'Arcomie;15197;Saint-Marc;;;VAL D ARCOMIE;ST MARC;;;;ST MARC;;
DÉCEMBRE 2016;15141;Neussargues en Pinatelle;15171;Sainte-Anastasie;;;NEUSSARGUES EN PINATELLE;STE ANASTASIE;;;;STE ANASTASIE;;
DÉCEMBRE 2016;15142;Neuvéglise-sur-Truyère;15099;Lavastrie;;;NEUVEGLISE SUR TRUYERE;LAVASTRIE;;;;LAVASTRIE;;
DÉCEMBRE 2016;15142;Neuvéglise-sur-Truyère;15145;Oradour;;;NEUVEGLISE SUR TRUYERE;ORADOUR;;;;ORADOUR;;
DÉCEMBRE 2016;15142;Neuvéglise-sur-Truyère;15227;Sériers;;;NEUVEGLISE SUR TRUYERE;SERIERS;;;;SERIERS;;
FÉVRIER 2016;15268;Rouget-Pers (Le);15268;Rouget (Le);;;LE ROUGET PERS;LE ROUGET;;;;LE ROUGET;;
DÉCEMBRE 2018;16005;Aigre;16005;Aigre;;;AIGRE;;;;;AIGRE;;
DÉCEMBRE 2016;16046;Côteaux du Blanzacais *;16115;Cressac-saint-genis;;;COTEAUX DU BLANZACAIS;CRESSAC ST GENIS;;;;CRESSAC ST GENIS;;
DÉCEMBRE 2018;16046;Coteaux-du-Blanzacais;16046;Côteaux du Blanzacais;;;COTEAUX DU BLANZACAIS;PORCHERESSE;;;;COTEAUX DU BLANZACAIS;PORCHERESSE;
DÉCEMBRE 2016;16082;Boisné-La Tude;16172;Juillaguet;;;BOISNE LA TUDE;JUILLAGUET;;;;JUILLAGUET;;
JUILLET 2019;16110;Courcôme;16410;Villegats;;;COURCOME;VILLEGATS;;;;VILLEGATS;;
DÉCEMBRE 2016;16175;Val des Vignes;16021;Aubeville;;;VAL DES VIGNES;AUBEVILLE;;;;AUBEVILLE;;
DÉCEMBRE 2016;16175;Val des Vignes;16201;Mainfonds;;;VAL DES VIGNES;MAINFONDS;;;;MAINFONDS;;
DÉCEMBRE 2018;16192;Terres-de-Haute-Charente;16149;Genouillac;;;TERRES DE HAUTE CHARENTE;GENOUILLAC;;;;GENOUILLAC;;
DÉCEMBRE 2018;16192;Terres-de-Haute-Charente;16214;Mazières;;;TERRES DE HAUTE CHARENTE;MAZIERES;;;;MAZIERES;;
DÉCEMBRE 2018;16192;Terres-de-Haute-Charente;16259;Péruse (La);;;TERRES DE HAUTE CHARENTE;LA PERUSE;;;;LA PERUSE;;
DÉCEMBRE 2016;16204;Bellevigne;16129;Éraville;;;BELLEVIGNE;ERAVILLE;;;;ERAVILLE;;
DÉCEMBRE 2016;16204;Bellevigne;16386;Touzac;;;BELLEVIGNE;TOUZAC;;;;TOUZAC;;
DÉCEMBRE 2016;16230;Montmoreau;16294;Saint-Amant-de-Montmoreau;;;MONTMOREAU;ST AMANT DE MONTMOREAU;;;;ST AMANT DE MONTMOREAU;;
FÉVRIER 2016;16286;Rouillac *;16371;Sonneville;;;ROUILLAC;SONNEVILLE;;;;SONNEVILLE;;
DÉCEMBRE 2017;16300;Val de Bonnieure;16296;Saint-Amant-de-Bonnieure;;;VAL DE BONNIEURE;ST AMANT DE BONNIEURE;;;;ST AMANT DE BONNIEURE;;
DÉCEMBRE 2017;16300;Val de Bonnieure;16309;Sainte-Colombe;;;VAL DE BONNIEURE;STE COLOMBE;;;;STE COLOMBE;;
OCTOBRE 2019;16406;Moulins-sur-Tardoire;16406;Vilhonneur;;;MOULINS SUR TARDOIRE;VILHONNEUR;;;;VILHONNEUR;;
OCTOBRE 2019;17219;Marennes-Hiers-Brouage;17189;Hiers-Brouage;;;MARENNES HIERS BROUAGE;HIERS BROUAGE;;;;HIERS BROUAGE;;
DÉCEMBRE 2016;17277;Essouvert;17040;Benâte (La);;;ESSOUVERT;LA BENATE;;;;LA BENATE;;
DÉCEMBRE 2016;17277;Essouvert;17277;Saint-Denis-du-Pin;;;ESSOUVERT;ST DENIS DU PIN;;;;ST DENIS DU PIN;;
JANVIER 2016;17295;Réaux sur Trèfle;17371;Saint-Maurice-de-Tavernole;;;REAUX SUR TREFLE;ST MAURICE DE TAVERNOLE;;;;ST MAURICE DE TAVERNOLE;;
DÉCEMBRE 2018;18023;Baugy;18239;Saligny-le-Vif;;;BAUGY;SALIGNY LE VIF;;;;SALIGNY LE VIF;;
MARS 2019;21183;Collonges et Premières;21183;Collonges-lès-Premières;;;COLLONGES ET PREMIERES;COLLONGES LES PREMIERES;;;;COLLONGES LES PREMIERES;;
OCTOBRE 2019;21272;Val-Larrey (Le);21073;Bierre-lès-Semur;;;LE VAL LARREY;BIERRE LES SEMUR;;;;BIERRE LES SEMUR;;
FÉVRIER 2016;21327;Val-Mont;21318;Ivry-en-Montagne;;;VAL MONT;IVRY EN MONTAGNE;;;;IVRY EN MONTAGNE;;
DÉCEMBRE 2016;22046;Mené (Le);22102;Langourla;;;LE MENE;LANGOURLA;;;;LANGOURLA;;
FÉVRIER 2016;22084;Jugon-les-Lacs - Commune nouvelle;22084;Jugon-les-Lacs;;;JUGON LES LACS COMMUNE NOUVELLE;ST IGNEUC;;;;JUGON LES LACS;ST IGNEUC;
FÉVRIER 2016;22093;Lamballe *;22151;Meslin;;;LAMBALLE;MESLIN;;;;MESLIN;;
DÉCEMBRE 2016;22183;Moulins (Les) *;22058;Ferrière (La);;;LES MOULINS;LA FERRIERE;;;;LA FERRIERE;;
OCTOBRE 2018;22183;Plémet;22183;Plémet;;;PLEMET;;;;;PLEMET;;
DÉCEMBRE 2016;22209;Beaussais-sur-Mer;22192;Plessix-Balisson;;;BEAUSSAIS SUR MER;PLESSIX BALISSON;;;;PLESSIX BALISSON;;
DÉCEMBRE 2016;22209;Beaussais-sur-Mer;22357;Trégon;;;BEAUSSAIS SUR MER;TREGON;;;;TREGON;;
DÉCEMBRE 2018;22219;Plouguenast-Langast;22100;Langast;;;PLOUGUENAST LANGAST;LANGAST;;;;LANGAST;;
DÉCEMBRE 2018;23109;Linard-Malval;23109;Linard;;;LINARD MALVAL;LINARD;;;;LINARD;;
DÉCEMBRE 2018;23109;Linard-Malval;23121;Malval;;;LINARD MALVAL;MALVAL;;;;MALVAL;;
DÉCEMBRE 2016;24026;Bassillac et Auberoche;24103;Change (Le);;;BASSILLAC ET AUBEROCHE;LE CHANGE;;;;LE CHANGE;;
DÉCEMBRE 2016;24026;Bassillac et Auberoche;24369;Saint-Antoine-d'Auberoche;;;BASSILLAC ET AUBEROCHE;ST ANTOINE D AUBEROCHE;;;;ST ANTOINE D AUBEROCHE;;
FÉVRIER 2016;24035;Pays de Belvès;24363;Saint-Amand-de-Belvès;;;PAYS DE BELVES;ST AMAND DE BELVES;;;;ST AMAND DE BELVES;;
DÉCEMBRE 2018;24064;Brantôme en Périgord;24170;Eyvirat;;;BRANTOME EN PERIGORD;EYVIRAT;;;;EYVIRAT;;
DÉCEMBRE 2016;24147;Cubjac-Auvézère-Val d'Ans;24147;Cubjac;;;CUBJAC AUVEZERE VAL D ANS;CUBJAC;;;;CUBJAC;;
DÉCEMBRE 2018;24172;Eyzies (Les);24172;Eyzies-de-Tayac-Sireuil (Les);;;LES EYZIES;LES EYZIES DE TAYAC SIREUIL;;;;LES EYZIES DE TAYAC SIREUIL;;
DÉCEMBRE 2018;24172;Eyzies (Les);24249;Manaurie;;;LES EYZIES;MANAURIE;;;;MANAURIE;;
DÉCEMBRE 2018;24172;Eyzies (Les);24389;Saint-Cirq;;;LES EYZIES;ST CIRQ;;;;ST CIRQ;;
DÉCEMBRE 2016;24253;Mareuil en Périgord;24099;Champeaux-et-la-Chapelle-Pommier;;;MAREUIL EN PERIGORD;CHAMPEAUX ET LA CHAPELLE POMMIER;;;;CHAMPEAUX ET LA CHAPELLE POMMIER;;
DÉCEMBRE 2016;24253;Mareuil en Périgord;24253;Mareuil;;;MAREUIL EN PERIGORD;MAREUIL;;;;MAREUIL;;
DÉCEMBRE 2018;24259;Eyraud-Crempse-Maurens;24233;Laveyssière;;;EYRAUD CREMPSE MAURENS;LAVEYSSIERE;;;;LAVEYSSIERE;;
DÉCEMBRE 2016;24312;Sanilhac;24312;Notre-Dame-de-Sanilhac;;;SANILHAC;NOTRE DAME DE SANILHAC;;;;NOTRE DAME DE SANILHAC;;
DÉCEMBRE 2018;24364;Coly-Saint-Amand;24364;Saint-Amand-de-Coly;;;COLY ST AMAND;ST AMAND DE COLY;;;;ST AMAND DE COLY;;
DÉCEMBRE 2018;24423;Saint-Julien-Innocence-Eulalie;24402;Sainte-Eulalie-d'Eymet;;;ST JULIEN INNOCENCE EULALIE;STE EULALIE D EYMET;;;;STE EULALIE D EYMET;;
DÉCEMBRE 2018;24534;Sigoulès-et-Flaugeac;24181;Flaugeac;;;SIGOULES ET FLAUGEAC;FLAUGEAC;;;;FLAUGEAC;;
DÉCEMBRE 2016;25147;Chemaudin et Vaux;25593;Vaux-les-Prés;;;CHEMAUDIN ET VAUX;VAUX LES PRES;;;;VAUX LES PRES;;
DÉCEMBRE 2016;25222;Étalans;25123;Charbonnières-les-Sapins;;;ETALANS;CHARBONNIERES LES SAPINS;;;;CHARBONNIERES LES SAPINS;;
DÉCEMBRE 2016;25222;Étalans;25222;Étalans;;;ETALANS;;;;;ETALANS;;
DÉCEMBRE 2016;25424;Premiers Sapins (Les);25480;Rantechaux;;;LES PREMIERS SAPINS;RANTECHAUX;;;;RANTECHAUX;;
FÉVRIER 2016;25434;Ornans;25434;Ornans;;;ORNANS;;;;;ORNANS;;
DÉCEMBRE 2016;25460;Val (Le);25399;Montfort;;;LE VAL;MONTFORT;;;;MONTFORT;;
FÉVRIER 2016;25529;Sancey;25529;Sancey-le-Grand;;;SANCEY;SANCEY LE GRAND;;;;SANCEY LE GRAND;;
DÉCEMBRE 2018;25558;Tarcenay-Foucherans;25558;Tarcenay;;;TARCENAY FOUCHERANS;TARCENAY;;;;TARCENAY;;
JUILLET 2016;25575;Vaire;25576;Vaire-le-Petit;;;VAIRE;VAIRE LE PETIT;;;;VAIRE LE PETIT;;
DÉCEMBRE 2016;26001;Solaure en Diois;26001;Aix-en-Diois;;;SOLAURE EN DIOIS;AIX EN DIOIS;;;;AIX EN DIOIS;;
OCTOBRE 2019;26086;Châtillon-en-Diois;26354;Treschenu-Creyers;;;CHATILLON EN DIOIS;CREYERS;;;;TRESCHENU CREYERS;CREYERS;
FÉVRIER 2016;26179;Mercurol-Veaunes;26179;Mercurol;;;MERCUROL VEAUNES;MERCUROL;;;;MERCUROL;;
DÉCEMBRE 2016;27032;Chambois;27172;Corneuil;;;CHAMBOIS;CORNEUIL;;;;CORNEUIL;;
DÉCEMBRE 2016;27032;Chambois;27634;Thomer-la-Sôgne;;;CHAMBOIS;THOMER LA SOGNE;;;;THOMER LA SOGNE;;
MARS 2016;27049;Mesnil-en-Ouche;27041;Barre-en-Ouche (La);;;MESNIL EN OUCHE;LA BARRE EN OUCHE;;;;LA BARRE EN OUCHE;;
MARS 2016;27049;Mesnil-en-Ouche;27296;Granchain;;;MESNIL EN OUCHE;GRANCHAIN;;;;GRANCHAIN;;
MARS 2016;27049;Mesnil-en-Ouche;27362;Landepéreuse;;;MESNIL EN OUCHE;LANDEPEREUSE;;;;LANDEPEREUSE;;
JUILLET 2019;27070;Frenelles-en-Vexin;27175;Corny;;;FRENELLES EN VEXIN;CORNY;;;;CORNY;;
DÉCEMBRE 2016;27090;Bosroumois;27090;Le Bosc-Roger-en-Roumois;;;BOSROUMOIS;LE BOSC ROGER EN ROUMOIS;;;;LE BOSC ROGER EN ROUMOIS;;
DÉCEMBRE 2016;27157;Marbois;27157;Chesne (Le);;;MARBOIS;LE CHESNE;;;;LE CHESNE;;
DÉCEMBRE 2016;27191;Clef Vallée d'Eure;27211;Écardenville-sur-Eure;;;CLEF VALLEE D EURE;ECARDENVILLE SUR EURE;;;;ECARDENVILLE SUR EURE;;
DÉCEMBRE 2016;27198;Mesnils-sur-Iton *;27024;Roncenay-Authenay (Le);;;MESNILS SUR ITON;LE RONCENAY;;;;LE RONCENAY AUTHENAY;LE RONCENAY;
OCTOBRE 2019;27198;Mesnils-sur-Iton;27198;Mesnils-sur-Iton;;;MESNILS SUR ITON;DAMVILLE;;;;MESNILS SUR ITON;DAMVILLE;
OCTOBRE 2019;27198;Mesnils-sur-Iton;27198;Mesnils-sur-Iton;;;MESNILS SUR ITON;MANTHELON;;;;MESNILS SUR ITON;MANTHELON;
OCTOBRE 2019;27198;Mesnils-sur-Iton;27297;Grandvilliers;;;MESNILS SUR ITON;GRANDVILLIERS;;;;GRANDVILLIERS;;
OCTOBRE 2019;27198;Mesnils-sur-Iton;27416;Buis-sur-Damville;;;MESNILS SUR ITON;BOISSY SUR DAMVILLE;;;;BUIS SUR DAMVILLE;BOISSY SUR DAMVILLE;
OCTOBRE 2019;27198;Mesnils-sur-Iton;27416;Buis-sur-Damville;;;MESNILS SUR ITON;CRETON;;;;BUIS SUR DAMVILLE;CRETON;
DÉCEMBRE 2016;27213;Vexin-sur-Epte;27213;Écos;;;VEXIN SUR EPTE;ECOS;;;;ECOS;;
OCTOBRE 2017;27412;Terres de Bord;27412;Montaure;;;TERRES DE BORD;MONTAURE;;;;MONTAURE;;
DÉCEMBRE 2016;27425;Nassandres sur Risle;27425;Nassandres;;;NASSANDRES SUR RISLE;NASSANDRES;;;;NASSANDRES;;
DÉCEMBRE 2016;27425;Nassandres sur Risle;27452;Perriers-la-Campagne;;;NASSANDRES SUR RISLE;PERRIERS LA CAMPAGNE;;;;PERRIERS LA CAMPAGNE;;
OCTOBRE 2018;27467;Pont-Audemer;27549;Saint-Germain-Village;;;PONT AUDEMER;ST GERMAIN VILLAGE;;;;ST GERMAIN VILLAGE;;
DÉCEMBRE 2018;27516;Treis-Sants-en-Ouche;27516;Saint-Aubin-le-Vertueux;;;TREIS SANTS EN OUCHE;ST AUBIN LE VERTUEUX;;;;ST AUBIN LE VERTUEUX;;
DÉCEMBRE 2018;27516;Treis-Sants-en-Ouche;27600;Saint-Quentin-des-Isles;;;TREIS SANTS EN OUCHE;ST QUENTIN DES ISLES;;;;ST QUENTIN DES ISLES;;
DÉCEMBRE 2016;27554;Chapelle-Longueville (La);27150;Chapelle-Réanville (La);;;LA CHAPELLE LONGUEVILLE;LA CHAPELLE REANVILLE;;;;LA CHAPELLE REANVILLE;;
DÉCEMBRE 2016;27554;Chapelle-Longueville (La);27588;Saint-Pierre-d'Autils;;;LA CHAPELLE LONGUEVILLE;ST PIERRE D AUTILS;;;;ST PIERRE D AUTILS;;
DÉCEMBRE 2016;27676;Trois Lacs (Les);27058;Bernières-sur-Seine;;;LES TROIS LACS;BERNIERES SUR SEINE;;;;BERNIERES SUR SEINE;;
DÉCEMBRE 2016;27679;Verneuil d'Avre et d'Iton;27265;Francheville;;;VERNEUIL D AVRE ET D ITON;FRANCHEVILLE;;;;FRANCHEVILLE;;
FÉVRIER 2016;27693;Sylvains-Lès-Moulins;27688;Villalet;;;SYLVAINS LES MOULINS;VILLALET;;;;VILLALET;;
FÉVRIER 2016;27693;Sylvains-Lès-Moulins;27693;Sylvains-les-Moulins;;;SYLVAINS LES MOULINS;;;;;SYLVAINS LES MOULINS;;
DÉCEMBRE 2016;28012;Commune nouvelle d'Arrou;28044;Boisgasson;;;COMMUNE NOUVELLE D ARROU;BOISGASSON;;;;BOISGASSON;;
DÉCEMBRE 2016;28012;Commune nouvelle d'Arrou;28356;Saint-Pellerin;;;COMMUNE NOUVELLE D ARROU;ST PELLERIN;;;;ST PELLERIN;;
FÉVRIER 2016;28015;Auneau-Bleury-Saint-Symphorien;28015;Auneau;;;AUNEAU BLEURY ST SYMPHORIEN;AUNEAU;;;;AUNEAU;;
FÉVRIER 2016;28015;Auneau-Bleury-Saint-Symphorien;28361;Saint-Symphorien-le-Château;;;AUNEAU BLEURY ST SYMPHORIEN;ST SYMPHORIEN LE CHÂTEAU;;;;BLEURY ST SYMPHORIEN;;
DÉCEMBRE 2016;28103;Cloyes-les-Trois-Rivières;28262;Montigny-le-Gannelon;;;CLOYES LES TROIS RIVIERES;MONTIGNY LE GANNELON;;;;MONTIGNY LE GANNELON;;
DÉCEMBRE 2017;28127;Dangeau;28066;Bullou;;;DANGEAU;BULLOU;;;;BULLOU;;
JUILLET 2019;28199;Janville-en-Beauce;28002;Allaines-Mervilliers;;;JANVILLE EN BEAUCE;MERVILLIERS;;;;ALLAINES MERVILLIERS;MERVILLIERS;
DÉCEMBRE 2018;28236;Arcisses;28112;Coudreceau;;;ARCISSES;COUDRECEAU;;;;COUDRECEAU;;
FÉVRIER 2016;28254;Mittainvilliers-Vérigny;28402;Vérigny;;;MITTAINVILLIERS VERIGNY;VERIGNY;;;;VERIGNY;;
DÉCEMBRE 2016;28330;Villemaury;28224;Lutz-en-Dunois;;;VILLEMAURY;LUTZ EN DUNOIS;;;;LUTZ EN DUNOIS;;
FÉVRIER 2016;28383;Theuville;28383;Theuville;;;THEUVILLE;;;;;THEUVILLE;;
FÉVRIER 2016;28406;Eole-en-Beauce *;28145;Fains-la-Folie;;;EOLE EN BEAUCE;FAINS LA FOLIE;;;;FAINS LA FOLIE;;
FÉVRIER 2016;28406;Eole-en-Beauce *;28179;Germignonville;;;EOLE EN BEAUCE;GERMIGNONVILLE;;;;GERMIGNONVILLE;;
DÉCEMBRE 2018;28406;Eole-en-Beauce;28406;Eole-en-Beauce;;;EOLE EN BEAUCE;GERMIGNONVILLE;;;;EOLE EN BEAUCE;GERMIGNONVILLE;
FÉVRIER 2016;29003;Audierne;29003;Audierne;;;AUDIERNE;;;;;AUDIERNE;;
DÉCEMBRE 2016;29021;Plounéour-Brignogan-plages;29203;Plounéour-Trez;;;PLOUNEOUR BRIGNOGAN PLAGES;PLOUNEOUR TREZ;;;;PLOUNEOUR TREZ;;
DÉCEMBRE 2016;29076;Milizac-Guipronvel;29076;Guipronvel;;;MILIZAC GUIPRONVEL;GUIPRONVEL;;;;GUIPRONVEL;;
OCTOBRE 2018;31277;Lasserre-Pradère;31277;Lasserre;;;LASSERRE PRADERE;LASSERRE;;;;LASSERRE;;
OCTOBRE 2018;31277;Lasserre-Pradère;31438;Pradère-Les-Bourguets;;;LASSERRE PRADERE;PRADERE LES BOURGUETS;;;;PRADERE LES BOURGUETS;;
OCTOBRE 2017;31412;Péguilhan;31307;Lunax;;;PEGUILHAN;LUNAX;;;;LUNAX;;
DÉCEMBRE 2018;31471;Saint-Béat-Lez;31298;Lez;;;ST BEAT LEZ;LEZ;;;;LEZ;;
FÉVRIER 2016;32079;Castelnau d'Auzan Labarrère;32079;Castelnau-d'Auzan;;;CASTELNAU D AUZAN LABARRERE;CASTELNAU D AUZAN;;;;CASTELNAU D AUZAN;;
DÉCEMBRE 2018;33008;Porte-de-Benauge;33008;Arbis;;;PORTE DE BENAUGE;ARBIS;;;;ARBIS;;
FÉVRIER 2016;33018;Val de Virvée;33495;Salignac;;;VAL DE VIRVEE;SALIGNAC;;;;SALIGNAC;;
DÉCEMBRE 2016;33268;Margaux-Cantenac;33268;Margaux;;;MARGAUX CANTENAC;MARGAUX;;;;MARGAUX;;
DÉCEMBRE 2018;33380;Val-de-Livenne;33380;Saint-Caprais-de-Blaye;;;VAL DE LIVENNE;ST CAPRAIS DE BLAYE;;;;ST CAPRAIS DE BLAYE;;
JUILLET 2019;34246;Entre-Vignes;34246;Saint-Christol;;;ENTRE VIGNES;ST CHRISTOL;;;;ST CHRISTOL;;
